"","trap","number","date","region","region_name"
"1558","NW4",67,2024-07-29,"NW","NW4"
"1559","NW5",13,2024-07-29,"NW","NW5"
"1560","NW6",4,2024-07-29,"NW","NW6"
"1561","NW7",43,2024-07-29,"NW","NW7"
"1562","SW1",6,2024-07-29,"SW","SW1"
"1563","SW2",19,2024-07-29,"SW","SW2"
"1564","SW3",32,2024-07-29,"SW","SW3"
"1565","SW4",NA,2024-07-29,"SW","SW4"
"1566","SW5",3,2024-07-29,"SW","SW5"
"1567","SW6",19,2024-07-29,"SW","SW6"
"1568","SW7",14,2024-07-29,"SW","SW7"
"1569","NE1",26,2024-07-29,"NE","NE1"
"1570","NE2",37,2024-07-29,"NE","NE2"
"1571","NE3",9,2024-07-29,"NE","NE3"
"1572","NE4",3,2024-07-29,"NE","NE4"
"1573","NE5",8,2024-07-29,"NE","NE5"
"1574","NE6",7,2024-07-29,"NE","NE6"
"1575","NE7",22,2024-07-29,"NE","NE7"
"1576","SE1",12,2024-07-29,"SE","SE1"
"1577","SE2",22,2024-07-29,"SE","SE2"
"1578","SE3",6,2024-07-29,"SE","SE3"
"1579","SE4",22,2024-07-29,"SE","SE4"
"1580","SE5",38,2024-07-29,"SE","SE5"
"1581","SE6",3,2024-07-29,"SE","SE6"
"1582","SE7",13,2024-07-29,"SE","SE7"
"1583","aa",154,2024-07-29,"Out of City Limits","Lilyfield"
"1584","bb",68,2024-07-29,"Out of City Limits","North Perimeter"
"1585","cc",NA,2024-07-29,"Out of City Limits","West St. Paul"
"1586","dd",8,2024-07-29,"Out of City Limits","East St. Paul"
"1587","ee",10,2024-07-29,"Out of City Limits","Springfield"
"1588","ff",21,2024-07-29,"Out of City Limits","Ritchot"
"1589","gg",11,2024-07-29,"Out of City Limits","MacDonald"
"1590","hh",114,2024-07-29,"Out of City Limits","Headingly"
"1591","ii",48,2024-07-29,"Out of City Limits","Rosser"
"1592","NW1",53,2024-07-28,"NW","NW1"
"1593","NW2",2,2024-07-28,"NW","NW2"
"1594","NW3",3,2024-07-28,"NW","NW3"
"1595","NW4",79,2024-07-28,"NW","NW4"
"1596","NW5",18,2024-07-28,"NW","NW5"
"1597","NW6",1,2024-07-28,"NW","NW6"
"1598","NW7",130,2024-07-28,"NW","NW7"
"1599","SW1",7,2024-07-28,"SW","SW1"
"1600","SW2",52,2024-07-28,"SW","SW2"
"1601","SW3",19,2024-07-28,"SW","SW3"
"1602","SW4",NA,2024-07-28,"SW","SW4"
"1603","SW5",9,2024-07-28,"SW","SW5"
"1604","SW6",16,2024-07-28,"SW","SW6"
"1605","SW7",9,2024-07-28,"SW","SW7"
"1606","NE1",36,2024-07-28,"NE","NE1"
"1607","NE2",34,2024-07-28,"NE","NE2"
"1608","NE3",8,2024-07-28,"NE","NE3"
"1609","NE4",3,2024-07-28,"NE","NE4"
"1610","NE5",7,2024-07-28,"NE","NE5"
"1611","NE6",3,2024-07-28,"NE","NE6"
"1612","NE7",14,2024-07-28,"NE","NE7"
"1613","SE1",6,2024-07-28,"SE","SE1"
"1614","SE2",15,2024-07-28,"SE","SE2"
"1615","SE3",7,2024-07-28,"SE","SE3"
"1616","SE4",52,2024-07-28,"SE","SE4"
"1617","SE5",8,2024-07-28,"SE","SE5"
"1618","SE6",1,2024-07-28,"SE","SE6"
"1619","SE7",14,2024-07-28,"SE","SE7"
"1620","aa",116,2024-07-28,"Out of City Limits","Lilyfield"
"1621","bb",31,2024-07-28,"Out of City Limits","North Perimeter"
"1622","cc",NA,2024-07-28,"Out of City Limits","West St. Paul"
"1623","dd",6,2024-07-28,"Out of City Limits","East St. Paul"
"1624","ee",8,2024-07-28,"Out of City Limits","Springfield"
"1625","ff",77,2024-07-28,"Out of City Limits","Ritchot"
"1626","gg",36,2024-07-28,"Out of City Limits","MacDonald"
"1627","hh",82,2024-07-28,"Out of City Limits","Headingly"
"1628","ii",46,2024-07-28,"Out of City Limits","Rosser"
"1629","NW1",78,2024-07-27,"NW","NW1"
"1630","NW2",2,2024-07-27,"NW","NW2"
"1631","NW3",1,2024-07-27,"NW","NW3"
"1632","NW4",194,2024-07-27,"NW","NW4"
"1633","NW5",9,2024-07-27,"NW","NW5"
"1634","NW6",1,2024-07-27,"NW","NW6"
"1635","NW7",47,2024-07-27,"NW","NW7"
"1636","SW1",6,2024-07-27,"SW","SW1"
"1637","SW2",57,2024-07-27,"SW","SW2"
"1638","SW3",17,2024-07-27,"SW","SW3"
"1639","SW4",7,2024-07-27,"SW","SW4"
"1640","SW5",5,2024-07-27,"SW","SW5"
"1641","SW6",30,2024-07-27,"SW","SW6"
"1642","SW7",21,2024-07-27,"SW","SW7"
"1643","NE1",25,2024-07-27,"NE","NE1"
"1644","NE2",122,2024-07-27,"NE","NE2"
"1645","NE3",18,2024-07-27,"NE","NE3"
"1646","NE4",4,2024-07-27,"NE","NE4"
"1647","NE5",NA,2024-07-27,"NE","NE5"
"1648","NE6",2,2024-07-27,"NE","NE6"
"1649","NE7",25,2024-07-27,"NE","NE7"
"1650","SE1",9,2024-07-27,"SE","SE1"
"1651","SE2",21,2024-07-27,"SE","SE2"
"1652","SE3",7,2024-07-27,"SE","SE3"
"1653","SE4",27,2024-07-27,"SE","SE4"
"1654","SE5",18,2024-07-27,"SE","SE5"
"1655","SE6",6,2024-07-27,"SE","SE6"
"1656","SE7",41,2024-07-27,"SE","SE7"
"1657","aa",51,2024-07-27,"Out of City Limits","Lilyfield"
"1658","bb",54,2024-07-27,"Out of City Limits","North Perimeter"
"1659","cc",19,2024-07-27,"Out of City Limits","West St. Paul"
"1660","dd",20,2024-07-27,"Out of City Limits","East St. Paul"
"1661","ee",7,2024-07-27,"Out of City Limits","Springfield"
"1662","ff",74,2024-07-27,"Out of City Limits","Ritchot"
"1663","gg",46,2024-07-27,"Out of City Limits","MacDonald"
"1664","hh",94,2024-07-27,"Out of City Limits","Headingly"
"1665","ii",67,2024-07-27,"Out of City Limits","Rosser"
"1666","NW1",16,2024-07-26,"NW","NW1"
"1667","NW2",0,2024-07-26,"NW","NW2"
"1668","NW3",1,2024-07-26,"NW","NW3"
"1669","NW4",16,2024-07-26,"NW","NW4"
"1670","NW5",7,2024-07-26,"NW","NW5"
"1671","NW6",1,2024-07-26,"NW","NW6"
"1672","NW7",47,2024-07-26,"NW","NW7"
"1673","SW1",0,2024-07-26,"SW","SW1"
"1674","SW2",15,2024-07-26,"SW","SW2"
"1675","SW3",6,2024-07-26,"SW","SW3"
"1676","SW4",3,2024-07-26,"SW","SW4"
"1677","SW5",1,2024-07-26,"SW","SW5"
"1678","SW6",4,2024-07-26,"SW","SW6"
"1679","SW7",3,2024-07-26,"SW","SW7"
"1680","NE1",11,2024-07-26,"NE","NE1"
"1681","NE2",8,2024-07-26,"NE","NE2"
"1682","NE3",7,2024-07-26,"NE","NE3"
"1683","NE4",2,2024-07-26,"NE","NE4"
"1684","NE5",3,2024-07-26,"NE","NE5"
"1685","NE6",1,2024-07-26,"NE","NE6"
"1686","NE7",4,2024-07-26,"NE","NE7"
"1687","SE1",2,2024-07-26,"SE","SE1"
"1688","SE2",7,2024-07-26,"SE","SE2"
"1689","SE3",1,2024-07-26,"SE","SE3"
"1690","SE4",20,2024-07-26,"SE","SE4"
"1691","SE5",6,2024-07-26,"SE","SE5"
"1692","SE6",6,2024-07-26,"SE","SE6"
"1693","SE7",15,2024-07-26,"SE","SE7"
"1694","aa",8,2024-07-26,"Out of City Limits","Lilyfield"
"1695","bb",11,2024-07-26,"Out of City Limits","North Perimeter"
"1696","cc",0,2024-07-26,"Out of City Limits","West St. Paul"
"1697","dd",11,2024-07-26,"Out of City Limits","East St. Paul"
"1698","ee",5,2024-07-26,"Out of City Limits","Springfield"
"1699","ff",18,2024-07-26,"Out of City Limits","Ritchot"
"1700","gg",14,2024-07-26,"Out of City Limits","MacDonald"
"1701","hh",NA,2024-07-26,"Out of City Limits","Headingly"
"1702","ii",0,2024-07-26,"Out of City Limits","Rosser"
"1703","NW1",25,2024-07-25,"NW","NW1"
"1704","NW2",2,2024-07-25,"NW","NW2"
"1705","NW3",5,2024-07-25,"NW","NW3"
"1706","NW4",41,2024-07-25,"NW","NW4"
"1707","NW5",4,2024-07-25,"NW","NW5"
"1708","NW6",0,2024-07-25,"NW","NW6"
"1709","NW7",81,2024-07-25,"NW","NW7"
"1710","SW1",1,2024-07-25,"SW","SW1"
"1711","SW2",26,2024-07-25,"SW","SW2"
"1712","SW3",18,2024-07-25,"SW","SW3"
"1713","SW4",3,2024-07-25,"SW","SW4"
"1714","SW5",1,2024-07-25,"SW","SW5"
"1715","SW6",14,2024-07-25,"SW","SW6"
"1716","SW7",7,2024-07-25,"SW","SW7"
"1717","NE1",22,2024-07-25,"NE","NE1"
"1718","NE2",7,2024-07-25,"NE","NE2"
"1719","NE3",3,2024-07-25,"NE","NE3"
"1720","NE4",1,2024-07-25,"NE","NE4"
"1721","NE5",1,2024-07-25,"NE","NE5"
"1722","NE6",7,2024-07-25,"NE","NE6"
"1723","NE7",26,2024-07-25,"NE","NE7"
"1724","SE1",5,2024-07-25,"SE","SE1"
"1725","SE2",19,2024-07-25,"SE","SE2"
"1726","SE3",9,2024-07-25,"SE","SE3"
"1727","SE4",8,2024-07-25,"SE","SE4"
"1728","SE5",3,2024-07-25,"SE","SE5"
"1729","SE6",5,2024-07-25,"SE","SE6"
"1730","SE7",10,2024-07-25,"SE","SE7"
"1731","aa",9,2024-07-25,"Out of City Limits","Lilyfield"
"1732","bb",8,2024-07-25,"Out of City Limits","North Perimeter"
"1733","cc",1,2024-07-25,"Out of City Limits","West St. Paul"
"1734","dd",14,2024-07-25,"Out of City Limits","East St. Paul"
"1735","ee",1,2024-07-25,"Out of City Limits","Springfield"
"1736","ff",39,2024-07-25,"Out of City Limits","Ritchot"
"1737","gg",19,2024-07-25,"Out of City Limits","MacDonald"
"1738","hh",14,2024-07-25,"Out of City Limits","Headingly"
"1739","ii",4,2024-07-25,"Out of City Limits","Rosser"
"1740","NW1",15,2024-07-24,"NW","NW1"
"1741","NW2",2,2024-07-24,"NW","NW2"
"1742","NW3",10,2024-07-24,"NW","NW3"
"1743","NW4",27,2024-07-24,"NW","NW4"
"1744","NW5",0,2024-07-24,"NW","NW5"
"1745","NW6",0,2024-07-24,"NW","NW6"
"1746","NW7",40,2024-07-24,"NW","NW7"
"1747","SW1",3,2024-07-24,"SW","SW1"
"1748","SW2",16,2024-07-24,"SW","SW2"
"1749","SW3",16,2024-07-24,"SW","SW3"
"1750","SW4",2,2024-07-24,"SW","SW4"
"1751","SW5",4,2024-07-24,"SW","SW5"
"1752","SW6",8,2024-07-24,"SW","SW6"
"1753","SW7",3,2024-07-24,"SW","SW7"
"1754","NE1",13,2024-07-24,"NE","NE1"
"1755","NE2",14,2024-07-24,"NE","NE2"
"1756","NE3",8,2024-07-24,"NE","NE3"
"1757","NE4",1,2024-07-24,"NE","NE4"
"1758","NE5",2,2024-07-24,"NE","NE5"
"1759","NE6",3,2024-07-24,"NE","NE6"
"1760","NE7",6,2024-07-24,"NE","NE7"
"1761","SE1",4,2024-07-24,"SE","SE1"
"1762","SE2",15,2024-07-24,"SE","SE2"
"1763","SE3",4,2024-07-24,"SE","SE3"
"1764","SE4",18,2024-07-24,"SE","SE4"
"1765","SE5",4,2024-07-24,"SE","SE5"
"1766","SE6",2,2024-07-24,"SE","SE6"
"1767","SE7",9,2024-07-24,"SE","SE7"
"1768","aa",49,2024-07-24,"Out of City Limits","Lilyfield"
"1769","bb",9,2024-07-24,"Out of City Limits","North Perimeter"
"1770","cc",6,2024-07-24,"Out of City Limits","West St. Paul"
"1771","dd",9,2024-07-24,"Out of City Limits","East St. Paul"
"1772","ee",2,2024-07-24,"Out of City Limits","Springfield"
"1773","ff",10,2024-07-24,"Out of City Limits","Ritchot"
"1774","gg",9,2024-07-24,"Out of City Limits","MacDonald"
"1775","hh",29,2024-07-24,"Out of City Limits","Headingly"
"1776","ii",11,2024-07-24,"Out of City Limits","Rosser"
"1777","NW1",24,2024-07-23,"NW","NW1"
"1778","NW2",4,2024-07-23,"NW","NW2"
"1779","NW3",7,2024-07-23,"NW","NW3"
"1780","NW4",9,2024-07-23,"NW","NW4"
"1781","NW5",8,2024-07-23,"NW","NW5"
"1782","NW6",NA,2024-07-23,"NW","NW6"
"1783","NW7",19,2024-07-23,"NW","NW7"
"1784","SW1",4,2024-07-23,"SW","SW1"
"1785","SW2",14,2024-07-23,"SW","SW2"
"1786","SW3",12,2024-07-23,"SW","SW3"
"1787","SW4",3,2024-07-23,"SW","SW4"
"1788","SW5",2,2024-07-23,"SW","SW5"
"1789","SW6",3,2024-07-23,"SW","SW6"
"1790","SW7",6,2024-07-23,"SW","SW7"
"1791","NE1",11,2024-07-23,"NE","NE1"
"1792","NE2",5,2024-07-23,"NE","NE2"
"1793","NE3",2,2024-07-23,"NE","NE3"
"1794","NE4",1,2024-07-23,"NE","NE4"
"1795","NE5",3,2024-07-23,"NE","NE5"
"1796","NE6",6,2024-07-23,"NE","NE6"
"1797","NE7",5,2024-07-23,"NE","NE7"
"1798","SE1",1,2024-07-23,"SE","SE1"
"1799","SE2",3,2024-07-23,"SE","SE2"
"1800","SE3",2,2024-07-23,"SE","SE3"
"1801","SE4",14,2024-07-23,"SE","SE4"
"1802","SE5",4,2024-07-23,"SE","SE5"
"1803","SE6",1,2024-07-23,"SE","SE6"
"1804","SE7",9,2024-07-23,"SE","SE7"
"1805","aa",9,2024-07-23,"Out of City Limits","Lilyfield"
"1806","bb",11,2024-07-23,"Out of City Limits","North Perimeter"
"1807","cc",11,2024-07-23,"Out of City Limits","West St. Paul"
"1808","dd",9,2024-07-23,"Out of City Limits","East St. Paul"
"1809","ee",2,2024-07-23,"Out of City Limits","Springfield"
"1810","ff",39,2024-07-23,"Out of City Limits","Ritchot"
"1811","gg",8,2024-07-23,"Out of City Limits","MacDonald"
"1812","hh",9,2024-07-23,"Out of City Limits","Headingly"
"1813","ii",33,2024-07-23,"Out of City Limits","Rosser"
"1814","NW1",34,2024-07-22,"NW","NW1"
"1815","NW2",5,2024-07-22,"NW","NW2"
"1816","NW3",0,2024-07-22,"NW","NW3"
"1817","NW4",5,2024-07-22,"NW","NW4"
"1818","NW5",7,2024-07-22,"NW","NW5"
"1819","NW6",0,2024-07-22,"NW","NW6"
"1820","NW7",42,2024-07-22,"NW","NW7"
"1821","SW1",29,2024-07-22,"SW","SW1"
"1822","SW2",59,2024-07-22,"SW","SW2"
"1823","SW3",18,2024-07-22,"SW","SW3"
"1824","SW4",3,2024-07-22,"SW","SW4"
"1825","SW5",4,2024-07-22,"SW","SW5"
"1826","SW6",17,2024-07-22,"SW","SW6"
"1827","SW7",6,2024-07-22,"SW","SW7"
"1828","NE1",31,2024-07-22,"NE","NE1"
"1829","NE2",51,2024-07-22,"NE","NE2"
"1830","NE3",5,2024-07-22,"NE","NE3"
"1831","NE4",1,2024-07-22,"NE","NE4"
"1832","NE5",1,2024-07-22,"NE","NE5"
"1833","NE6",2,2024-07-22,"NE","NE6"
"1834","NE7",18,2024-07-22,"NE","NE7"
"1835","SE1",9,2024-07-22,"SE","SE1"
"1836","SE2",3,2024-07-22,"SE","SE2"
"1837","SE3",7,2024-07-22,"SE","SE3"
"1838","SE4",47,2024-07-22,"SE","SE4"
"1839","SE5",15,2024-07-22,"SE","SE5"
"1840","SE6",8,2024-07-22,"SE","SE6"
"1841","SE7",41,2024-07-22,"SE","SE7"
"1842","aa",40,2024-07-22,"Out of City Limits","Lilyfield"
"1843","bb",9,2024-07-22,"Out of City Limits","North Perimeter"
"1844","cc",3,2024-07-22,"Out of City Limits","West St. Paul"
"1845","dd",13,2024-07-22,"Out of City Limits","East St. Paul"
"1846","ee",2,2024-07-22,"Out of City Limits","Springfield"
"1847","ff",37,2024-07-22,"Out of City Limits","Ritchot"
"1848","gg",35,2024-07-22,"Out of City Limits","MacDonald"
"1849","hh",81,2024-07-22,"Out of City Limits","Headingly"
"1850","ii",27,2024-07-22,"Out of City Limits","Rosser"
"1851","NW1",22,2024-07-21,"NW","NW1"
"1852","NW2",6,2024-07-21,"NW","NW2"
"1853","NW3",25,2024-07-21,"NW","NW3"
"1854","NW4",26,2024-07-21,"NW","NW4"
"1855","NW5",4,2024-07-21,"NW","NW5"
"1856","NW6",1,2024-07-21,"NW","NW6"
"1857","NW7",68,2024-07-21,"NW","NW7"
"1858","SW1",15,2024-07-21,"SW","SW1"
"1859","SW2",48,2024-07-21,"SW","SW2"
"1860","SW3",47,2024-07-21,"SW","SW3"
"1861","SW4",4,2024-07-21,"SW","SW4"
"1862","SW5",10,2024-07-21,"SW","SW5"
"1863","SW6",16,2024-07-21,"SW","SW6"
"1864","SW7",12,2024-07-21,"SW","SW7"
"1865","NE1",44,2024-07-21,"NE","NE1"
"1866","NE2",33,2024-07-21,"NE","NE2"
"1867","NE3",11,2024-07-21,"NE","NE3"
"1868","NE4",3,2024-07-21,"NE","NE4"
"1869","NE5",9,2024-07-21,"NE","NE5"
"1870","NE6",2,2024-07-21,"NE","NE6"
"1871","NE7",5,2024-07-21,"NE","NE7"
"1872","SE1",5,2024-07-21,"SE","SE1"
"1873","SE2",18,2024-07-21,"SE","SE2"
"1874","SE3",7,2024-07-21,"SE","SE3"
"1875","SE4",48,2024-07-21,"SE","SE4"
"1876","SE5",18,2024-07-21,"SE","SE5"
"1877","SE6",4,2024-07-21,"SE","SE6"
"1878","SE7",25,2024-07-21,"SE","SE7"
"1879","aa",37,2024-07-21,"Out of City Limits","Lilyfield"
"1880","bb",16,2024-07-21,"Out of City Limits","North Perimeter"
"1881","cc",5,2024-07-21,"Out of City Limits","West St. Paul"
"1882","dd",11,2024-07-21,"Out of City Limits","East St. Paul"
"1883","ee",13,2024-07-21,"Out of City Limits","Springfield"
"1884","ff",43,2024-07-21,"Out of City Limits","Ritchot"
"1885","gg",37,2024-07-21,"Out of City Limits","MacDonald"
"1886","hh",105,2024-07-21,"Out of City Limits","Headingly"
"1887","ii",22,2024-07-21,"Out of City Limits","Rosser"
"1888","NW1",55,2024-07-20,"NW","NW1"
"1889","NW2",4,2024-07-20,"NW","NW2"
"1890","NW3",3,2024-07-20,"NW","NW3"
"1891","NW4",45,2024-07-20,"NW","NW4"
"1892","NW5",11,2024-07-20,"NW","NW5"
"1893","NW6",5,2024-07-20,"NW","NW6"
"1894","NW7",204,2024-07-20,"NW","NW7"
"1895","SW1",25,2024-07-20,"SW","SW1"
"1896","SW2",61,2024-07-20,"SW","SW2"
"1897","SW3",53,2024-07-20,"SW","SW3"
"1898","SW4",8,2024-07-20,"SW","SW4"
"1899","SW5",11,2024-07-20,"SW","SW5"
"1900","SW6",37,2024-07-20,"SW","SW6"
"1901","SW7",13,2024-07-20,"SW","SW7"
"1902","NE1",98,2024-07-20,"NE","NE1"
"1903","NE2",100,2024-07-20,"NE","NE2"
"1904","NE3",18,2024-07-20,"NE","NE3"
"1905","NE4",3,2024-07-20,"NE","NE4"
"1906","NE5",6,2024-07-20,"NE","NE5"
"1907","NE6",12,2024-07-20,"NE","NE6"
"1908","NE7",33,2024-07-20,"NE","NE7"
"1909","SE1",5,2024-07-20,"SE","SE1"
"1910","SE2",30,2024-07-20,"SE","SE2"
"1911","SE3",28,2024-07-20,"SE","SE3"
"1912","SE4",100,2024-07-20,"SE","SE4"
"1913","SE5",78,2024-07-20,"SE","SE5"
"1914","SE6",11,2024-07-20,"SE","SE6"
"1915","SE7",126,2024-07-20,"SE","SE7"
"1916","aa",268,2024-07-20,"Out of City Limits","Lilyfield"
"1917","bb",27,2024-07-20,"Out of City Limits","North Perimeter"
"1918","cc",12,2024-07-20,"Out of City Limits","West St. Paul"
"1919","dd",23,2024-07-20,"Out of City Limits","East St. Paul"
"1920","ee",43,2024-07-20,"Out of City Limits","Springfield"
"1921","ff",248,2024-07-20,"Out of City Limits","Ritchot"
"1922","gg",64,2024-07-20,"Out of City Limits","MacDonald"
"1923","hh",140,2024-07-20,"Out of City Limits","Headingly"
"1924","ii",108,2024-07-20,"Out of City Limits","Rosser"
"1925","NW1",40,2024-07-19,"NW","NW1"
"1926","NW2",1,2024-07-19,"NW","NW2"
"1927","NW3",4,2024-07-19,"NW","NW3"
"1928","NW4",34,2024-07-19,"NW","NW4"
"1929","NW5",8,2024-07-19,"NW","NW5"
"1930","NW6",9,2024-07-19,"NW","NW6"
"1931","NW7",256,2024-07-19,"NW","NW7"
"1932","SW1",17,2024-07-19,"SW","SW1"
"1933","SW2",33,2024-07-19,"SW","SW2"
"1934","SW3",32,2024-07-19,"SW","SW3"
"1935","SW4",1,2024-07-19,"SW","SW4"
"1936","SW5",10,2024-07-19,"SW","SW5"
"1937","SW6",18,2024-07-19,"SW","SW6"
"1938","SW7",11,2024-07-19,"SW","SW7"
"1939","NE1",70,2024-07-19,"NE","NE1"
"1940","NE2",76,2024-07-19,"NE","NE2"
"1941","NE3",25,2024-07-19,"NE","NE3"
"1942","NE4",6,2024-07-19,"NE","NE4"
"1943","NE5",5,2024-07-19,"NE","NE5"
"1944","NE6",4,2024-07-19,"NE","NE6"
"1945","NE7",41,2024-07-19,"NE","NE7"
"1946","SE1",46,2024-07-19,"SE","SE1"
"1947","SE2",19,2024-07-19,"SE","SE2"
"1948","SE3",37,2024-07-19,"SE","SE3"
"1949","SE4",148,2024-07-19,"SE","SE4"
"1950","SE5",33,2024-07-19,"SE","SE5"
"1951","SE6",14,2024-07-19,"SE","SE6"
"1952","SE7",41,2024-07-19,"SE","SE7"
"1953","aa",244,2024-07-19,"Out of City Limits","Lilyfield"
"1954","bb",35,2024-07-19,"Out of City Limits","North Perimeter"
"1955","cc",18,2024-07-19,"Out of City Limits","West St. Paul"
"1956","dd",44,2024-07-19,"Out of City Limits","East St. Paul"
"1957","ee",13,2024-07-19,"Out of City Limits","Springfield"
"1958","ff",47,2024-07-19,"Out of City Limits","Ritchot"
"1959","gg",21,2024-07-19,"Out of City Limits","MacDonald"
"1960","hh",240,2024-07-19,"Out of City Limits","Headingly"
"1961","ii",35,2024-07-19,"Out of City Limits","Rosser"
"1962","NW1",21,2024-07-18,"NW","NW1"
"1963","NW2",2,2024-07-18,"NW","NW2"
"1964","NW3",7,2024-07-18,"NW","NW3"
"1965","NW4",22,2024-07-18,"NW","NW4"
"1966","NW5",26,2024-07-18,"NW","NW5"
"1967","NW6",3,2024-07-18,"NW","NW6"
"1968","NW7",40,2024-07-18,"NW","NW7"
"1969","SW1",4,2024-07-18,"SW","SW1"
"1970","SW2",8,2024-07-18,"SW","SW2"
"1971","SW3",5,2024-07-18,"SW","SW3"
"1972","SW4",0,2024-07-18,"SW","SW4"
"1973","SW5",9,2024-07-18,"SW","SW5"
"1974","SW6",11,2024-07-18,"SW","SW6"
"1975","SW7",14,2024-07-18,"SW","SW7"
"1976","NE1",26,2024-07-18,"NE","NE1"
"1977","NE2",47,2024-07-18,"NE","NE2"
"1978","NE3",18,2024-07-18,"NE","NE3"
"1979","NE4",4,2024-07-18,"NE","NE4"
"1980","NE5",2,2024-07-18,"NE","NE5"
"1981","NE6",4,2024-07-18,"NE","NE6"
"1982","NE7",5,2024-07-18,"NE","NE7"
"1983","SE1",8,2024-07-18,"SE","SE1"
"1984","SE2",15,2024-07-18,"SE","SE2"
"1985","SE3",12,2024-07-18,"SE","SE3"
"1986","SE4",44,2024-07-18,"SE","SE4"
"1987","SE5",13,2024-07-18,"SE","SE5"
"1988","SE6",14,2024-07-18,"SE","SE6"
"1989","SE7",17,2024-07-18,"SE","SE7"
"1990","aa",35,2024-07-18,"Out of City Limits","Lilyfield"
"1991","bb",15,2024-07-18,"Out of City Limits","North Perimeter"
"1992","cc",14,2024-07-18,"Out of City Limits","West St. Paul"
"1993","dd",9,2024-07-18,"Out of City Limits","East St. Paul"
"1994","ee",0,2024-07-18,"Out of City Limits","Springfield"
"1995","ff",10,2024-07-18,"Out of City Limits","Ritchot"
"1996","gg",16,2024-07-18,"Out of City Limits","MacDonald"
"1997","hh",18,2024-07-18,"Out of City Limits","Headingly"
"1998","ii",65,2024-07-18,"Out of City Limits","Rosser"
"1999","NW1",12,2024-07-17,"NW","NW1"
"2000","NW2",2,2024-07-17,"NW","NW2"
"2001","NW3",4,2024-07-17,"NW","NW3"
"2002","NW4",7,2024-07-17,"NW","NW4"
"2003","NW5",2,2024-07-17,"NW","NW5"
"2004","NW6",1,2024-07-17,"NW","NW6"
"2005","NW7",8,2024-07-17,"NW","NW7"
"2006","SW1",1,2024-07-17,"SW","SW1"
"2007","SW2",6,2024-07-17,"SW","SW2"
"2008","SW3",12,2024-07-17,"SW","SW3"
"2009","SW4",2,2024-07-17,"SW","SW4"
"2010","SW5",0,2024-07-17,"SW","SW5"
"2011","SW6",9,2024-07-17,"SW","SW6"
"2012","SW7",3,2024-07-17,"SW","SW7"
"2013","NE1",13,2024-07-17,"NE","NE1"
"2014","NE2",32,2024-07-17,"NE","NE2"
"2015","NE3",5,2024-07-17,"NE","NE3"
"2016","NE4",0,2024-07-17,"NE","NE4"
"2017","NE5",0,2024-07-17,"NE","NE5"
"2018","NE6",1,2024-07-17,"NE","NE6"
"2019","NE7",1,2024-07-17,"NE","NE7"
"2020","SE1",1,2024-07-17,"SE","SE1"
"2021","SE2",7,2024-07-17,"SE","SE2"
"2022","SE3",3,2024-07-17,"SE","SE3"
"2023","SE4",31,2024-07-17,"SE","SE4"
"2024","SE5",2,2024-07-17,"SE","SE5"
"2025","SE6",0,2024-07-17,"SE","SE6"
"2026","SE7",1,2024-07-17,"SE","SE7"
"2027","aa",12,2024-07-17,"Out of City Limits","Lilyfield"
"2028","bb",3,2024-07-17,"Out of City Limits","North Perimeter"
"2029","cc",3,2024-07-17,"Out of City Limits","West St. Paul"
"2030","dd",8,2024-07-17,"Out of City Limits","East St. Paul"
"2031","ee",2,2024-07-17,"Out of City Limits","Springfield"
"2032","ff",5,2024-07-17,"Out of City Limits","Ritchot"
"2033","gg",4,2024-07-17,"Out of City Limits","MacDonald"
"2034","hh",71,2024-07-17,"Out of City Limits","Headingly"
"2035","ii",4,2024-07-17,"Out of City Limits","Rosser"
"2036","NW1",76,2024-07-16,"NW","NW1"
"2037","NW2",15,2024-07-16,"NW","NW2"
"2038","NW3",5,2024-07-16,"NW","NW3"
"2039","NW4",24,2024-07-16,"NW","NW4"
"2040","NW5",42,2024-07-16,"NW","NW5"
"2041","NW6",7,2024-07-16,"NW","NW6"
"2042","NW7",84,2024-07-16,"NW","NW7"
"2043","SW1",18,2024-07-16,"SW","SW1"
"2044","SW2",99,2024-07-16,"SW","SW2"
"2045","SW3",43,2024-07-16,"SW","SW3"
"2046","SW4",7,2024-07-16,"SW","SW4"
"2047","SW5",7,2024-07-16,"SW","SW5"
"2048","SW6",62,2024-07-16,"SW","SW6"
"2049","SW7",17,2024-07-16,"SW","SW7"
"2050","NE1",48,2024-07-16,"NE","NE1"
"2051","NE2",102,2024-07-16,"NE","NE2"
"2052","NE3",22,2024-07-16,"NE","NE3"
"2053","NE4",5,2024-07-16,"NE","NE4"
"2054","NE5",27,2024-07-16,"NE","NE5"
"2055","NE6",8,2024-07-16,"NE","NE6"
"2056","NE7",34,2024-07-16,"NE","NE7"
"2057","SE1",35,2024-07-16,"SE","SE1"
"2058","SE2",15,2024-07-16,"SE","SE2"
"2059","SE3",22,2024-07-16,"SE","SE3"
"2060","SE4",68,2024-07-16,"SE","SE4"
"2061","SE5",18,2024-07-16,"SE","SE5"
"2062","SE6",9,2024-07-16,"SE","SE6"
"2063","SE7",29,2024-07-16,"SE","SE7"
"2064","aa",104,2024-07-16,"Out of City Limits","Lilyfield"
"2065","bb",34,2024-07-16,"Out of City Limits","North Perimeter"
"2066","cc",21,2024-07-16,"Out of City Limits","West St. Paul"
